Date,Open,High,Low,Close,Adj Close,Volume
2020.5.13,286.059998,287.190002,278.959991,281.600006,278.06311,144721100
2020.5.14,278.950012,285.109985,272.98999,284.970001,281.390808,121977900
2020.5.15,282.369995,286.329987,281.339996,286.279999,282.684357,111146300
2020.5.18,293.049988,296.75,292.700012,295,291.2948,120320200
2020.5.19,294.350006,296.209991,291.950012,291.970001,288.302856,95189300
2020.5.20,295.820007,297.869995,295.570007,296.929993,293.200562,85861700
2020.5.21,296.790009,297.670013,293.690002,294.880005,291.176331,78293900
2020.5.22,294.570007,295.630005,293.220001,295.440002,291.729309,63958200
2020.5.26,301.929993,302.190002,295.459991,299.079987,295.323547,88951400
2020.5.27,302.119995,303.570007,296.869995,303.529999,299.717682,104817400
2020.5.28,304.649994,306.839996,302.23999,302.970001,299.164703,90405200
2020.5.29,302.459991,304.959991,299.470001,304.320007,300.497772,119265700
2020.6.1,303.619995,306.209991,303.059998,305.549988,301.71228,55758300
2020.6.2,306.549988,308.130005,305.100006,308.079987,304.21048,74267200
2020.6.3,310.23999,313.220001,309.940002,312.179993,308.259033,92567600
2020.6.4,311.109985,313,309.079987,311.359985,307.44931,75794400
2020.6.5,317.230011,321.269989,317.160004,319.339996,315.329071,150524700
2020.6.8,320.220001,323.410004,319.630005,323.200012,319.140625,73641200
2020.6.9,320.299988,323.279999,319.359985,320.790009,316.760895,77479200
2020.6.10,321.420013,322.390015,318.220001,319,314.993378,95000800
2020.6.11,311.459991,312.149994,300.01001,300.609985,296.834351,209243600
2020.6.12,308.23999,309.079987,298.600006,304.209991,300.38913,194529100
2020.6.15,298.019989,308.279999,296.73999,307.049988,303.193451,135782700
2020.6.16,315.480011,315.640015,307.670013,312.959991,309.029236,137627500
2020.6.17,314.070007,314.390015,310.859985,311.660004,307.745544,82954600
2020.6.18,310.01001,312.299988,309.51001,311.779999,307.864044,80828700
2020.6.19,314.170013,314.380005,306.529999,308.640015,306.104645,135549600
2020.6.22,307.98999,311.049988,306.75,310.619995,308.068359,74649400
2020.6.23,313.48999,314.5,311.609985,312.049988,309.486603,68471200
2020.6.24,309.839996,310.51001,302.100006,304.089996,301.59201,132813500
2020.6.25,303.470001,307.640015,301.279999,307.350006,304.825226,89468000
2020.6.26,306.160004,306.390015,299.420013,300.049988,297.585205,127961000
2020.6.29,301.410004,304.609985,298.929993,304.459991,301.958954,79773300
2020.6.30,303.98999,310.200012,303.820007,308.359985,305.826904,113394800
2020.7.1,309.570007,311.890015,309.070007,310.519989,307.969177,72396500
2020.7.2,314.23999,315.700012,311.51001,312.230011,309.665131,69344200
2020.7.6,316.369995,317.679993,315.559998,317.049988,314.445557,61713800
2020.7.7,315.380005,317.519989,313.369995,313.779999,311.202423,82910000
2020.7.8,314.609985,316.299988,312.700012,316.179993,313.582672,54638600
2020.7.9,316.839996,317.100006,310.679993,314.380005,311.797455,83354200
2020.7.10,314.309998,317.880005,312.76001,317.589996,314.98111,57550400
2020.7.13,320.130005,322.709991,314.130005,314.839996,312.253693,102997500
2020.7.14,313.299988,319.76001,312,318.920013,316.300201,93657000
2020.7.15,322.410004,323.040009,319.269989,321.850006,319.206116,87196500
2020.7.16,319.790009,321.279999,319.089996,320.790009,318.154846,54622500
2020.7.17,321.880005,322.570007,319.73999,321.720001,319.077179,62774900
2020.7.20,321.429993,325.130005,320.619995,324.320007,321.655823,56308800
2020.7.21,326.450012,326.929993,323.940002,325.01001,322.340179,57499000
2020.7.22,324.619995,327.200012,324.5,326.859985,324.174957,57792900
2020.7.23,326.470001,327.230011,321.480011,322.959991,320.306976,75738000
2020.7.24,320.950012,321.98999,319.25,320.880005,318.24408,73724200
2020.7.27,321.630005,323.410004,320.769989,323.220001,320.56485,48293000
2020.7.28,322.429993,323.640015,320.850006,321.170013,318.531708,57495000
2020.7.29,322.119995,325.730011,322.079987,325.119995,322.449249,48454200
2020.7.30,321.899994,324.410004,319.640015,323.959991,321.298767,61861700
2020.7.31,325.899994,326.630005,321.329987,326.519989,323.837738,85210800
2020.8.3,328.320007,329.619995,327.730011,328.790009,326.089111,53077900
2020.8.4,327.859985,330.059998,327.859985,330.059998,327.348663,41917900
2020.8.5,331.470001,332.390015,331.179993,332.109985,329.381805,42866400
2020.8.6,331.480011,334.459991,331.130005,334.329987,331.583588,43679400
2020.8.7,333.279999,334.880005,332.299988,334.570007,331.821655,57265200
2020.8.10,335.059998,335.769989,332.959991,335.570007,332.813416,44282100
2020.8.11,336.850006,337.540009,332.01001,332.799988,330.066162,69601100
2020.8.12,335.440002,338.279999,335.410004,337.440002,334.66806,53826100
2020.8.13,336.609985,338.25,335.829987,336.829987,334.063019,41816100
2020.8.14,336.410004,337.420013,335.619995,336.839996,334.072968,47260400
2020.8.17,337.940002,338.339996,336.850006,337.910004,335.134186,35481000
2020.8.18,338.339996,339.100006,336.609985,338.640015,335.858215,38733900
2020.8.19,339.049988,339.609985,336.619995,337.230011,334.459778,68054200
2020.8.20,335.359985,338.799988,335.220001,338.279999,335.50116,42207800
2020.8.21,337.920013,339.720001,337.549988,339.480011,336.691284,55106600
2020.8.24,342.119995,343,339.450012,342.920013,340.103058,48588700
2020.8.25,343.529999,344.209991,342.269989,344.119995,341.293182,38463400
2020.8.26,344.76001,347.859985,344.170013,347.570007,344.714844,50790200
2020.8.27,348.51001,349.899994,346.529999,348.329987,345.468567,58034100
2020.8.28,349.440002,350.720001,348.149994,350.579987,347.700104,48588900
2020.8.31,350.350006,351.299988,349.059998,349.309998,346.440552,66099200
2020.9.1,350.209991,352.709991,349.23999,352.600006,349.703522,54999300
2020.9.2,354.670013,358.75,353.429993,357.700012,354.761627,69540000
2020.9.3,355.869995,356.380005,342.589996,345.390015,342.552765,148011100
2020.9.4,346.130005,347.829987,334.869995,342.570007,339.75589,139156300
2020.9.8,336.709991,342.640015,332.880005,333.209991,330.472778,114465300
2020.9.9,337.549988,342.459991,336.609985,339.790009,336.998749,91462300
2020.9.10,341.820007,342.529999,332.850006,333.890015,331.147217,90569500
2020.9.11,335.820007,336.970001,331,334.059998,331.315796,84680200
2020.9.14,337.48999,340.380005,334.220001,338.459991,335.679657,65605700
2020.9.15,341.119995,342.019989,338.470001,340.170013,337.375641,52920900
2020.9.16,341.51001,343.059998,338.519989,338.820007,336.036713,82096000
2020.9.17,333.559998,337.700012,332.98999,335.839996,333.081207,91523300
2020.9.18,335.369995,335.48999,327.970001,330.649994,329.246521,105877900
2020.9.21,325.700012,327.130005,321.730011,326.970001,325.582153,99450800
2020.9.22,328.570007,330.899994,325.859985,330.299988,328.89801,63612100
2020.9.23,330.899994,331.200012,322.100006,322.640015,321.270538,93112200
2020.9.24,321.220001,326.799988,319.799988,323.5,322.126892,76681300
2020.9.25,322.579987,329.579987,321.640015,328.730011,327.334686,71069400
2020.9.28,333.220001,334.959991,332.149994,334.190002,332.771515,64584600
2020.9.29,333.970001,334.769989,331.619995,332.369995,330.959229,51304000
2020.9.30,333.089996,338.290009,332.880005,334.890015,333.468567,103653800
2020.10.1,337.690002,338.73999,335.01001,337.040009,335.609406,88698700
2020.10.2,331.700012,337.01001,331.190002,333.839996,332.423004,89431100
2020.10.5,336.059998,339.959991,336.01001,339.76001,338.317871,45713100
2020.10.6,339.910004,342.170013,334.380005,334.929993,333.508362,90128900
2020.10.7,338.119995,341.630005,338.089996,340.76001,339.313629,56999600
2020.10.8,342.850006,343.850006,341.859985,343.779999,342.320801,45242500
2020.10.9,345.559998,347.350006,344.890015,346.850006,345.377777,59528600
2020.10.12,349.589996,354.019989,349.059998,352.429993,350.934082,80388500
2020.10.13,352.279999,352.470001,349.089996,350.130005,348.64386,73255500
2020.10.14,350.75,351.929993,347.140015,347.929993,346.453186,57958700
2020.10.15,343.709991,348.019989,343.130005,347.5,346.025024,60357700
2020.10.16,348.959991,350.75,347.100006,347.290009,345.815918,89501900
2020.10.19,348.649994,349.329987,341.040009,342.01001,340.558319,68425600
2020.10.20,343.459991,346.880005,342.640015,343.380005,341.922516,60051900
2020.10.21,343.329987,345.670013,342.399994,342.730011,341.275269,63575000
2020.10.22,342.959991,345.23999,340.649994,344.609985,343.147278,55399300
2020.10.23,345.929993,345.98999,343.130005,345.779999,344.312317,49143900
2020.10.26,342.130005,342.980011,335.619995,339.390015,337.949463,91473000
2020.10.27,339.76001,340.119995,337.98999,338.220001,336.784393,65994100
2020.10.28,332.100006,338.25,326.130005,326.660004,325.273468,127094300
2020.10.29,326.910004,333.399994,325.089996,329.980011,328.579376,90597700
2020.10.30,328.279999,329.690002,322.600006,326.540009,325.153992,120287300
2020.11.2,330.200012,332.359985,327.23999,330.200012,328.798462,86068300
2020.11.3,333.690002,338.25,330.290009,336.029999,334.603699,93294200
2020.11.4,340.859985,347.940002,339.589996,343.540009,342.081818,126959700
2020.11.5,349.23999,352.190002,348.859985,350.23999,348.753387,82039700
2020.11.6,349.929993,351.51001,347.649994,350.160004,348.673737,74973000
2020.11.9,363.970001,364.380005,354.059998,354.559998,353.055054,172304200
2020.11.10,353.48999,355.179993,350.51001,354.040009,352.537262,85552000
2020.11.11,356.399994,357.559998,355.059998,356.670013,355.156097,58649000
2020.11.12,355.579987,356.720001,351.26001,353.209991,351.710754,67546200
2020.11.13,355.269989,358.899994,354.709991,358.100006,356.580017,62892200
2020.11.16,360.980011,362.779999,359.589996,362.570007,361.031067,74541100
2020.11.17,359.970001,361.920013,358.339996,360.619995,359.089325,66111000
2020.11.18,360.910004,361.5,356.23999,356.279999,354.767731,70591300
2020.11.19,355.600006,358.179993,354.149994,357.779999,356.261383,59940900
2020.11.20,357.5,357.720001,355.25,355.329987,353.821777,70417300
2020.11.23,357.279999,358.820007,354.869995,357.459991,355.942719,63230600
2020.11.24,360.209991,363.809998,359.290009,363.220001,361.678284,62415900
2020.11.25,363.130005,363.160004,361.480011,362.660004,361.120667,45330900
2020.11.27,363.839996,364.179993,362.579987,363.670013,362.126404,28514100
2020.11.30,362.829987,363.119995,359.170013,362.059998,360.523224,83872700
2020.12.1,365.570007,367.679993,364.929993,366.019989,364.4664,74505000
2020.12.2,364.820007,366.959991,364.200012,366.790009,365.233154,45927000
2020.12.3,366.679993,368.190002,365.5,366.690002,365.133575,62882000
2020.12.4,367.320007,369.850006,367.220001,369.850006,368.280151,50749900
2020.12.7,369.019989,369.619995,367.720001,369.089996,367.523376,48944300
2020.12.8,367.720001,370.779999,367.670013,370.170013,368.598816,42458900
2020.12.9,370.880005,371.049988,365.950012,366.850006,365.292877,74098300
2020.12.10,365.369995,367.859985,364.429993,366.730011,365.173401,57735400
2020.12.11,364.899994,366.73999,363.26001,366.299988,364.745209,57698600
2020.12.14,368.640015,369.799988,364.470001,364.660004,363.112183,69216200
2020.12.15,367.399994,369.589996,365.920013,369.589996,368.02124,64071100
2020.12.16,369.820007,371.160004,368.869995,370.170013,368.598816,58420500
2020.12.17,371.940002,372.459991,371.049988,372.23999,370.660004,64119500
2020.12.18,370.970001,371.149994,367.019989,369.179993,369.179993,136542300
2020.12.21,364.970001,378.459991,362.029999,367.859985,367.859985,96386700
2020.12.22,368.209991,368.329987,366.029999,367.23999,367.23999,47949000
2020.12.23,368.279999,369.619995,367.220001,367.570007,367.570007,46201400
2020.12.24,368.079987,369.029999,367.450012,369,369,26457900
2020.12.28,371.73999,372.589996,371.070007,372.170013,372.170013,39000400
2020.12.29,373.809998,374,370.829987,371.459991,371.459991,53680500
2020.12.30,372.339996,373.100006,371.570007,371.98999,371.98999,49455300
2020.12.31,371.779999,374.660004,371.230011,373.880005,373.880005,78469000
2021.1.4,375.309998,375.450012,364.820007,368.790009,368.790009,110210800
2021.1.5,368.100006,372.5,368.049988,371.329987,371.329987,66426200
2021.1.6,369.709991,376.980011,369.119995,373.549988,373.549988,107997700
2021.1.7,376.100006,379.899994,375.910004,379.100006,379.100006,68766800
2021.1.8,380.589996,381.48999,377.100006,381.26001,381.26001,71677200
2021.1.11,377.850006,380.579987,377.720001,378.690002,378.690002,51176700
2021.1.12,378.890015,379.859985,376.359985,378.769989,378.769989,52547700
2021.1.13,378.690002,380.859985,377.850006,379.790009,379.790009,45303600
2021.1.14,380.589996,381.130005,378.100006,378.459991,378.459991,49989100
2021.1.15,376.720001,377.579987,373.700012,375.700012,375.700012,107160000
2021.1.19,378.339996,379.230011,376.75,378.649994,378.649994,51233300
2021.1.20,381.109985,384.790009,380.690002,383.890015,383.890015,61836100
2021.1.21,384.48999,384.950012,383.25,384.23999,384.23999,47955800
2021.1.22,382.25,384.130005,381.839996,382.880005,382.880005,52860500
